Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
Eldon Hill | United Kingdom | Archaeolist,/sites/united-kingdom/eldon-hill,2,2,1,3.5,7,0,0
Entremont (oppidum) | France | Archaeolist,/sites/france/entremont-oppidum,2,2,1,0,6,0,0
Escambe | United States | Archaeolist,/sites/united-states/escambe,2,2,1,1.5,10,0,0
Estonia Archaeological Sites | Archaeolist,/sites/estonia,2,2,1,1.5,5,0,0
Exhumation and reburial of Richard III of England | United Kingdom | Archaeolist,/sites/united-kingdom/exhumation-and-reburial-of-richard-iii-of-england,2,2,1,24,6,0,0
Fayaz Tepe | Uzbekistan | Archaeolist,/sites/uzbekistan/fayaz-tepe,2,2,1,1.5,5,0,0
Federsee | Germany | Archaeolist,/sites/germany/federsee,2,2,1,22.5,8,0,0
Fir Clump Stone Circle | United Kingdom | Archaeolist,/sites/united-kingdom/fir-clump-stone-circle,2,2,1,0,8,0,0
Fleam Dyke | United Kingdom | Archaeolist,/sites/united-kingdom/fleam-dyke,2,2,1,0,6,0,0
Fletcher Site | United States | Archaeolist,/sites/united-states/fletcher-site,2,2,1,15,5,0,0
Floridablanca (Patagonia) | Argentina | Archaeolist,/sites/argentina/floridablanca-patagonia,2,2,1,0,6,0,0
Fondukistan monastery | Afghanistan | Archaeolist,/sites/afghanistan/fondukistan-monastery,2,2,1,3,4,0,0
Fontaine-les-Bassets | France | Archaeolist,/sites/france/fontaine-les-bassets,2,2,1,0,6,0,0
Galgala | Somalia | Archaeolist,/sites/somalia/galgala,2,2,1,0,6,0,0
Gandhara | Pakistan | Archaeolist,/sites/pakistan/gandhara,2,1,2,5,6,0,0
Garakopaktapa | Azerbaijan | Archaeolist,/sites/azerbaijan/garakopaktapa,2,2,1,0,6,0,0
Gaulstown Portal Tomb | Ireland | Archaeolist,/sites/ireland/gaulstown-portal-tomb,2,1,2,33,9,0,0
Gauḍa (city) | Bangladesh | Archaeolist,/sites/bangladesh/gauda-city-1fc143e0,2,2,1,0,6,0,0
Gebel el-Silsila | Egypt | Archaeolist,/sites/egypt/gebel-el-silsila,2,2,1,5.5,7,0,0
Ghazni | Afghanistan | Archaeolist,/sites/afghanistan/ghazni,2,2,1,0.5,4,0,0
Giants' grave of Coddu Vecchiu | Italy | Archaeolist,/sites/italy/giants-grave-of-coddu-vecchiu,2,2,1,0,6,0,0
Gladysvale Cave | South Africa | Archaeolist,/sites/south-africa/gladysvale-cave,2,2,1,19.5,8,0,0
Glauberg | Germany | Archaeolist,/sites/germany/glauberg,2,2,1,104,5,0,0
Gnezdovo | Russia | Archaeolist,/sites/russia/gnezdovo,2,1,2,10,7,0,0
Golden Acre (Cape Town) | South Africa | Archaeolist,/sites/south-africa/golden-acre-cape-town,2,2,1,1.5,7,0,0
Gondershe | Somalia | Archaeolist,/sites/somalia/gondershe,2,2,1,5.5,7,0,0
Gonur Depe | Turkmenistan | Archaeolist,/sites/turkmenistan/gonur-depe,2,2,1,46.5,7,0,0
"Gorzyczki, Silesian Voivodeship | Poland | Archaeolist",/sites/poland/gorzyczki-silesian-voivodeship,2,2,1,112,3,0,0
Granard Motte | Ireland | Archaeolist,/sites/ireland/granard-motte,2,2,1,5.5,7,0,0
Great Pyramid of Cholula | Mexico | Archaeolist,/sites/mexico/great-pyramid-of-cholula,2,2,1,0,6,0,0
Great wall of Awwam | Yemen | Archaeolist,/sites/yemen/great-wall-of-awwam,2,2,1,0,6,0,0
Gremi | Georgia (country) | Archaeolist,/sites/georgia-country/gremi,2,2,1,0,6,0,0
Grenoble Archaeological Museum | France | Archaeolist,/sites/france/grenoble-archaeological-museum,2,2,1,1,9,0,0
Grouville Hoard | Jersey | Archaeolist,/sites/jersey/grouville-hoard,2,2,1,19,7,0,0
Groß Raden Archaeological Open Air Museum | Germany | Archaeolist,/sites/germany/gro-raden-archaeological-open-air-museum,2,2,1,1.5,2,0,0
Guadalupe Outlier | United States | Archaeolist,/sites/united-states/guadalupe-outlier,2,2,1,2.5,10,0,0
Guangfulin | China | Archaeolist,/sites/china/guangfulin,2,2,1,9,8,0,0
Guayadeque ravine | Spain | Archaeolist,/sites/spain/guayadeque-ravine,2,2,1,5,10,0,0
Gueldaman caves | Algeria | Archaeolist,/sites/algeria/gueldaman-caves,2,2,1,0,6,0,0
Gunung Padang | Indonesia | Archaeolist,/sites/indonesia/gunung-padang,2,1,2,144,4,0,0
Gyeongju Historic Areas | South Korea | Archaeolist,/sites/south-korea/gyeongju-historic-areas,2,2,1,0,6,0,0
Hachimanbayashi Kanga ruins | Japan | Archaeolist,/sites/japan/hachimanbayashi-kanga-ruins,2,2,1,0,7,0,0
Hadrianopolis (Epirus) | Albania | Archaeolist,/sites/albania/hadrianopolis-epirus,2,2,1,0,6,0,0
"Halawa, Molokai | United States | Archaeolist",/sites/united-states/halawa-molokai,2,2,1,0,6,0,0
Halud Vihara | Bangladesh | Archaeolist,/sites/bangladesh/halud-vihara,2,2,1,0,6,0,0
Haradum | Iraq | Archaeolist,/sites/iraq/haradum,2,1,2,30,5,0,0
Hariharalaya | Cambodia | Archaeolist,/sites/cambodia/hariharalaya,2,2,1,1.5,4,0,0
Haripur Gada | India | Archaeolist,/sites/india/haripur-gada,2,2,1,0,6,0,0
Hatadage | Sri Lanka | Archaeolist,/sites/sri-lanka/hatadage,2,2,1,0,6,0,0
Hatra | Iraq | Archaeolist,/sites/iraq/hatra,2,2,1,0,6,0,0
Hawulti (monument) | Eritrea | Archaeolist,/sites/eritrea/hawulti-monument,2,2,1,0,6,0,0
Hedeby | Germany | Archaeolist,/sites/germany/hedeby,2,2,1,20,3,0,0
Hegra (Mada'in Salih) | Saudi Arabia | Archaeolist,/sites/saudi-arabia/hegra-madain-salih,2,1,2,6,3,0,0
Heidentor | Austria | Archaeolist,/sites/austria/heidentor,2,2,1,0,7,0,0
Heraclea Lyncestis | North Macedonia | Archaeolist,/sites/north-macedonia/heraclea-lyncestis,2,2,1,34,5,0,0
Heritage Western Cape | South Africa | Archaeolist,/sites/south-africa/heritage-western-cape,2,2,1,19,7,0,0
Hermopolis | Egypt | Archaeolist,/sites/egypt/hermopolis,2,1,2,0,4,0,0
Heungdeoksa Temple site | South Korea | Archaeolist,/sites/south-korea/heungdeoksa-temple-site,2,2,1,10.5,7,0,0
Himera | Italy | Archaeolist,/sites/italy/himera,2,2,1,0,6,0,0
Holy Spirit Grotto | El Salvador | Archaeolist,/sites/el-salvador/holy-spirit-grotto,2,2,1,29.5,10,0,0
Horbat Ashun | Israel | Archaeolist,/sites/israel/horbat-ashun,2,2,1,15,9,0,0
Hospital Church | Ireland | Archaeolist,/sites/ireland/hospital-church,2,2,1,72,8,0,0
Hotié de Viviane | France | Archaeolist,/sites/france/hotie-de-viviane,2,2,1,6,3,0,0
Howieson's Poort Shelter | South Africa | Archaeolist,/sites/south-africa/howiesons-poort-shelter,2,2,1,1.5,7,0,0
Huaca del Sol | Peru | Archaeolist,/sites/peru/huaca-del-sol,2,2,1,0,6,0,0
Huamelulpan (archaeological site) | Mexico | Archaeolist,/sites/mexico/huamelulpan-archaeological-site,2,3,0.6666666666666666,1,8,0,0
Huerfano Butte (Arizona) | United States | Archaeolist,/sites/united-states/huerfano-butte-arizona,2,1,2,24,7,0,0
Hungary Archaeological Sites | Archaeolist,/sites/hungary,2,2,1,7,10,0,0
Iaat | Lebanon | Archaeolist,/sites/lebanon/iaat,2,2,1,0,6,0,0
Idalium | Cyprus | Archaeolist,/sites/cyprus/idalium,2,2,1,37,2,0,0
Idfa | Egypt | Archaeolist,/sites/egypt/idfa,2,2,1,1,7,0,0
Idomenae | North Macedonia | Archaeolist,/sites/north-macedonia/idomenae,2,2,1,12.5,3,0,0
Idu (city) | Iraq | Archaeolist,/sites/iraq/idu-city,2,2,1,0,7,0,0
Illerup Ådal | Denmark | Archaeolist,/sites/denmark/illerup-adal,2,2,1,0,6,0,0
Inca Uyo | Peru | Archaeolist,/sites/peru/inca-uyo,2,1,2,51,8,0,0
Inconstant (ship) | New Zealand | Archaeolist,/sites/new-zealand/inconstant-ship,2,2,1,2.5,10,0,0
Indrapura (Champa) | Vietnam | Archaeolist,/sites/vietnam/indrapura-champa,2,2,1,0.5,7,0,0
Inkachaka | Bolivia | Archaeolist,/sites/bolivia/inkachaka,2,2,1,0,6,0,0
Inkallaqta | Bolivia | Archaeolist,/sites/bolivia/inkallaqta,2,2,1,14.5,7,0,0
"Inti Watana, Calca | Cusco Region | Archaeolist",/sites/cusco-region/inti-watana-calca,2,2,1,0,7,0,0
Inuksuk Point | Canada | Archaeolist,/sites/canada/inuksuk-point,2,2,1,6,6,0,0
"Islamic Fishing Village, Carrapateira | Portugal | Archaeolist",/sites/portugal/islamic-fishing-village-carrapateira,2,2,1,34.5,3,0,0
Issık kurgan | Kazakistan | Arkeolog,/sites/kazakhstan/issyk-kurgan,2,1,2,7,8,0,0
"Jawa, Jordan | Jordan | Archaeolist",/sites/jordan/jawa-jordan,2,2,1,1.5,7,0,0
Jdeideh | Lebanon | Archaeolist,/sites/lebanon/jdeideh,2,1,2,9,6,0,0
Jebel Barkal | Sudan | Archaeolist,/sites/sudan/jebel-barkal,2,2,1,0,5,0,0
Jerash | Jordan | Archaeolist,/sites/jordan/jerash,2,2,1,6,8,0,0
Jiaohe ruins | China | Archaeolist,/sites/china/jiaohe-ruins,2,2,1,117.5,6,0,0
Jinniushan | China | Archaeolist,/sites/china/jinniushan,2,2,1,0,6,0,0
Joya de Cerén | El Salvador | Archaeolist,/sites/el-salvador/joya-de-ceren,2,2,1,16,5,0,0
Jupiter Inlet Historic and Archeological Site | United States | Archaeolist,/sites/united-states/jupiter-inlet-historic-and-archeological-site,2,2,1,0,6,0,0
Justinianopolis (Epirus) | Albania | Archaeolist,/sites/albania/justinianopolis-epirus,2,2,1,20,7,0,0
Jwalapuram | India | Archaeolist,/sites/india/jwalapuram,2,2,1,2.5,9,0,0
Kabilar Kundru | India | Archaeolist,/sites/india/kabilar-kundru,2,2,1,0,6,0,0
Kadero (archaeological site) | Sudan | Archaeolist,/sites/sudan/kadero-archaeological-site,2,2,1,4.5,4,0,0
Kaditshwene | South Africa | Archaeolist,/sites/south-africa/kaditshwene,2,2,1,53.5,5,0,0
Kafartab | Syria | Archaeolist,/sites/syria/kafartab,2,1,2,28,7,0,0
Kaigarayama Shell Midden | Japan | Archaeolist,/sites/japan/kaigarayama-shell-midden,2,2,1,27.5,5,0,0
Kalambo Falls Prehistoric Site | Tanzania | Archaeolist,/sites/tanzania/kalambo-falls-prehistoric-site,2,2,1,0,6,0,0
Kalkrieser Berg | Germany | Archaeolist,/sites/germany/kalkrieser-berg,2,2,1,9,6,0,0
Kalokol Pillar Site | Kenya | Archaeolist,/sites/kenya/kalokol-pillar-site,2,2,1,6.5,5,0,0
Kamenica Tumulus | Albania | Archaeolist,/sites/albania/kamenica-tumulus,2,2,1,9.5,7,0,0
Kaminaljuyu | Guatemala | Archaeolist,/sites/guatemala/kaminaljuyu,2,2,1,0,6,0,0
Kanisah Kurgus | Sudan | Archaeolist,/sites/sudan/kanisah-kurgus,2,2,1,11,9,0,0
Karchaghbyur | Armenia | Archaeolist,/sites/armenia/karchaghbyur,2,2,1,1,8,0,0
Kastelli Giant's Church | Finland | Archaeolist,/sites/finland/kastelli-giants-church,2,2,1,7.5,6,0,0
Katalymata ton Plakoton | Cyprus | Archaeolist,/sites/cyprus/katalymata-ton-plakoton,2,2,1,0,7,0,0
Kellia | Egypt | Archaeolist,/sites/egypt/kellia,2,2,1,3.5,7,0,0
Kellis | Egypt | Archaeolist,/sites/egypt/kellis,2,1,2,25,6,0,0
Kemondo Iron Age Sites | Tanzania | Archaeolist,/sites/tanzania/kemondo-iron-age-sites,2,2,1,1.5,7,0,0
Kerch | Ukraine | Archaeolist,/sites/ukraine/kerch,2,2,1,2,7,0,0
Khafajah | Iraq | Archaeolist,/sites/iraq/khafajah,2,2,1,1.5,8,0,0
Khalvasht | Iran | Archaeolist,/sites/iran/khalvasht,2,2,1,0.5,8,0,0
Khara-Khoto | China | Archaeolist,/sites/china/khara-khoto,2,2,1,13,4,0,0
Khirbat al-Minya | Israel | Archaeolist,/sites/israel/khirbat-al-minya,2,1,2,106,7,0,0
Khirokitia | Cyprus | Archaeolist,/sites/cyprus/khirokitia,2,2,1,27,5,0,0
Khiva | Uzbekistan | Archaeolist,/sites/uzbekistan/khiva,2,2,1,0,6,0,0
Kierikki | Finland | Archaeolist,/sites/finland/kierikki,2,2,1,1,5,0,0
Kilcrea Castle | Ireland | Archaeolist,/sites/ireland/kilcrea-castle,2,2,1,0,6,0,0
Kilu Cave | Papua New Guinea | Archaeolist,/sites/papua-new-guinea/kilu-cave,2,2,1,84.5,6,0,0
Kinneret (archaeological site) | Israel | Archaeolist,/sites/israel/kinneret-archaeological-site,2,2,1,29,2,0,0
Kiongwe | Kenya | Archaeolist,/sites/kenya/kiongwe,2,2,1,2,2,0,0
Kition | Cyprus | Archaeolist,/sites/cyprus/kition,2,2,1,0,6,0,0
Ključ Castle (Ključ) | Bosnia and Herzegovina | Archaeolist,/sites/bosnia-and-herzegovina/kljuc-castle-kljuc,2,2,1,0,7,0,0
Kom El Deka | Egypt | Archaeolist,/sites/egypt/kom-el-deka,2,2,1,2,6,0,0
Konye-Urgench | Turkmenistan | Archaeolist,/sites/turkmenistan/konye-urgench,2,2,1,3.5,7,0,0
Kota Batu Archaeological Park | Brunei | Archaeolist,/sites/brunei/kota-batu-archaeological-park,2,2,1,0,8,0,0
Kotwali Gate | Bangladesh | Archaeolist,/sites/bangladesh/kotwali-gate,2,2,1,0,6,0,0
Kowloon Walled City | China | Archaeolist,/sites/china/kowloon-walled-city,2,2,1,9.5,5,0,0
Krasnyi Yar (Kazakhstan) | Kazakhstan | Archaeolist,/sites/kazakhstan/krasnyi-yar-kazakhstan,2,2,1,19,7,0,0
Krejansberget | Finland | Archaeolist,/sites/finland/krejansberget,2,2,1,3,5,0,0
Krimisa | Italy | Archaeolist,/sites/italy/krimisa,2,2,1,0,6,0,0
Krivoye Lake | Russia | Archaeolist,/sites/russia/krivoye-lake,2,2,1,1,9,0,0
Kua Ruins | Tanzania | Archaeolist,/sites/tanzania/kua-ruins,2,2,1,41.5,9,0,0
Kulubnarti | Sudan | Archaeolist,/sites/sudan/kulubnarti,2,2,1,55,11,0,0
Kunnandarkoil Cave Temple | India | Archaeolist,/sites/india/kunnandarkoil-cave-temple,2,2,1,0,8,0,0
Kweneng' Ruins | South Africa | Archaeolist,/sites/south-africa/kweneng-ruins,2,3,0.6666666666666666,15,7,0,0
Kültəpə | Azerbaijan | Archaeolist,/sites/azerbaijan/kultp,2,2,1,0,6,0,0
L'Anse aux Meadows | Canada | Archaeolist,/sites/canada/lanse-aux-meadows,2,2,1,244,8,0,0
La Amelia | Guatemala | Archaeolist,/sites/guatemala/la-amelia,2,1,2,242,6,0,0
La Fonteta Phoenician Port | Spain | Archaeolist,/sites/spain/la-fonteta-phoenician-port,2,2,1,0,6,0,0
La Isabela | the Dominican Republic | Archaeolist,/sites/the-dominican-republic/la-isabela,2,2,1,3,4,0,0
La Jolla complex | United States | Archaeolist,/sites/united-states/la-jolla-complex,2,2,1,11.5,8,0,0
La Joya (archaeological site) | Mexico | Archaeolist,/sites/mexico/la-joya-archaeological-site,2,2,1,2.5,10,0,0
La Olmeda | Spain | Archaeolist,/sites/spain/la-olmeda,2,2,1,5.5,10,0,0
Laang Spean | Cambodia | Archaeolist,/sites/cambodia/laang-spean,2,1,2,26,5,0,0
Laertes (Cilicia) | Turkey | Archaeolist,/sites/turkey/laertes-cilicia,2,2,1,12,5,0,0
Lang Rongrien Rock Shelter | Thailand | Archaeolist,/sites/thailand/lang-rongrien-rock-shelter,2,1,2,17,7,0,0
Langdale axe industry | United Kingdom | Archaeolist,/sites/united-kingdom/langdale-axe-industry,2,2,1,16.5,8,0,0
Langweiler (archaeological site) | Germany | Archaeolist,/sites/germany/langweiler-archaeological-site,2,2,1,7,5,0,0
Las Caritas | the Dominican Republic | Archaeolist,/sites/the-dominican-republic/las-caritas,2,2,1,5.5,5,0,0
Leluh archaeological site | the Federated States of Micronesia | Archaeolist,/sites/the-federated-states-of-micronesia/leluh-archaeological-site,2,3,0.6666666666666666,2.3333333333333335,11,0,0
Leshan Giant Buddha | China | Archaeolist,/sites/china/leshan-giant-buddha,2,2,1,0,6,0,0
Libyco-Punic Mausoleum of Dougga | Tunisia | Archaeolist,/sites/tunisia/libyco-punic-mausoleum-of-dougga,2,3,0.6666666666666666,8,8,0,0
"Licola, Pozzuoli | Italy | Archaeolist",/sites/italy/licola-pozzuoli,2,2,1,1,10,0,0
Lissard Ringforts | Ireland | Archaeolist,/sites/ireland/lissard-ringforts,2,2,1,0,6,0,0
Little Dutch (Deutsch) Church | Canada | Archaeolist,/sites/canada/little-dutch-deutsch-church,2,2,1,9.5,4,0,0
Little St Bernard Pass | France | Archaeolist,/sites/france/little-st-bernard-pass,2,1,2,38,7,0,0
Lixus (ancient city) | Morocco | Archaeolist,/sites/morocco/lixus-ancient-city,2,2,1,0,8,0,0
Liye | China | Archaeolist,/sites/china/liye,2,2,1,0,7,0,0
Longmen Grottoes | China | Archaeolist,/sites/china/longmen-grottoes,2,2,1,2.5,7,0,0
Lopen Roman Mosaic | United Kingdom | Archaeolist,/sites/united-kingdom/lopen-roman-mosaic,2,2,1,1,3,0,0
"Los Naranjos, Honduras | Honduras | Archaeolist",/sites/honduras/los-naranjos-honduras,2,1,2,21,2,0,0
Los Toldos (Santa Cruz) | Argentina | Archaeolist,/sites/argentina/los-toldos-santa-cruz,2,2,1,0,6,0,0
Lothal | India | Archaeolist,/sites/india/lothal,2,1,2,8,2,0,0
Lucy Islands | Canada | Archaeolist,/sites/canada/lucy-islands,2,2,1,5,5,0,0
Luobi Cave | China | Archaeolist,/sites/china/luobi-cave,2,2,1,0,6,0,0
Macellum of Pompeii | Italy | Archaeolist,/sites/italy/macellum-of-pompeii,2,2,1,0.5,9,0,0
Machu Picchu | Cusco Region | Archaeolist,/sites/cusco-region/machu-picchu,2,2,1,2.5,7,0,0
Magharet el Kantara | Egypt | Archaeolist,/sites/egypt/magharet-el-kantara,2,2,1,9,5,0,0
Majiabang culture | China | Archaeolist,/sites/china/majiabang-culture,2,2,1,0,6,0,0
Majiayuan site | China | Archaeolist,/sites/china/majiayuan-site,2,2,1,0,6,0,0
Malawi Archaeological Sites | Archaeolist,/sites/malawi,2,2,1,0,7,0,0
Manot Cave | Israel | Archaeolist,/sites/israel/manot-cave,2,2,1,12.5,2,0,0
Manyana Rock Paintings | Botswana | Archaeolist,/sites/botswana/manyana-rock-paintings,2,2,1,10.5,8,0,0
"Marina, Egypt | Egypt | Archaeolist",/sites/egypt/marina-egypt,2,2,1,0,8,0,0
Matsieng Footprints | Botswana | Archaeolist,/sites/botswana/matsieng-footprints,2,2,1,0,7,0,0
Matupi Cave | the Democratic Republic of the Congo | Archaeolist,/sites/the-democratic-republic-of-the-congo/matupi-cave,2,2,1,12,5,0,0
Mawangdui | China | Archaeolist,/sites/china/mawangdui,2,2,1,20,6,0,0
Maxta | Azerbaijan | Archaeolist,/sites/azerbaijan/maxta,2,2,1,0,6,0,0
Medway Megaliths | United Kingdom | Archaeolist,/sites/united-kingdom/medway-megaliths,2,2,1,20.5,8,0,0
Meidum | Egypt | Archaeolist,/sites/egypt/meidum,2,2,1,4.5,7,0,0
Meilen–Rorenhaab | Switzerland | Archaeolist,/sites/switzerland/meilenrorenhaab,2,2,1,0,6,0,0
Melkhoutboom Cave | South Africa | Archaeolist,/sites/south-africa/melkhoutboom-cave,2,2,1,44.5,6,0,0
Menosgada | Germany | Archaeolist,/sites/germany/menosgada,2,2,1,4,5,0,0
Merv | Turkmenistan | Archaeolist,/sites/turkmenistan/merv,2,2,1,90.5,8,0,0
Michipicoten Provincial Park | Canada | Archaeolist,/sites/canada/michipicoten-provincial-park,2,2,1,4.5,4,0,0
Mifsas Bahri | Ethiopia | Archaeolist,/sites/ethiopia/mifsas-bahri,2,2,1,8,8,0,0
Mila (city) | Algeria | Archaeolist,/sites/algeria/mila-city,2,2,1,1,7,0,0
Miliana | Algeria | Archaeolist,/sites/algeria/miliana,2,2,1,0,8,0,0
Missinaibi River | Canada | Archaeolist,/sites/canada/missinaibi-river,2,2,1,1,4,0,0
Modruš | Croatia | Archaeolist,/sites/croatia/modrus,2,2,1,0,6,0,0
"Moel y Gaer, Llantysilio | United Kingdom | Archaeolist",/sites/united-kingdom/moel-y-gaer-llantysilio,2,2,1,35,9,0,0
Mogorjelo | Bosnia and Herzegovina | Archaeolist,/sites/bosnia-and-herzegovina/mogorjelo,2,2,1,0,6,0,0
Monastery of Euthymius | the State of Palestine | Archaeolist,/sites/the-state-of-palestine/monastery-of-euthymius,2,2,1,1.5,9,0,0
Mosque City of Bagerhat | Bangladesh | Archaeolist,/sites/bangladesh/mosque-city-of-bagerhat,2,2,1,0,6,0,0
Mount Jizu | China | Archaeolist,/sites/china/mount-jizu,2,2,1,0,6,0,0
Mount Nebo Archaeological District | United States | Archaeolist,/sites/united-states/mount-nebo-archaeological-district,2,2,1,46,9,0,0
Mount Rainier National Park | United States | Archaeolist,/sites/united-states/mount-rainier-national-park,2,2,1,0.5,8,0,0
Moytirra East Court Tomb | Ireland | Archaeolist,/sites/ireland/moytirra-east-court-tomb,2,2,1,19,7,0,0
Mucking (archaeological site) | United Kingdom | Archaeolist,/sites/united-kingdom/mucking-archaeological-site,2,2,1,19,8,0,0
Mulifanua | Samoa | Archaeolist,/sites/samoa/mulifanua,2,1,2,0,5,0,0
Mungret Abbey | Ireland | Archaeolist,/sites/ireland/mungret-abbey,2,2,1,0,6,0,0
Municipium Dardanorum | Kosovo | Archaeolist,/sites/kosovo/municipium-dardanorum,2,1,2,63,6,0,0
Musconetcong River | United States | Archaeolist,/sites/united-states/musconetcong-river,2,2,1,8.5,9,0,0
Málaga | Spain | Archaeolist,/sites/spain/malaga-dbacffa9,2,1,2,79,3,0,0
Naachtun | Guatemala | Archaeolist,/sites/guatemala/naachtun,2,2,1,17.5,9,0,0
"Nakfa, Eritrea | Eritrea | Archaeolist",/sites/eritrea/nakfa-eritrea,2,2,1,0,6,0,0
Nakum | Guatemala | Archaeolist,/sites/guatemala/nakum,2,2,1,1.5,7,0,0
Namazga-Tepe | Turkmenistan | Archaeolist,/sites/turkmenistan/namazga-tepe,2,2,1,0,6,0,0
Nan Madol | the Federated States of Micronesia | Archaeolist,/sites/the-federated-states-of-micronesia/nan-madol,2,3,0.6666666666666666,4.666666666666667,8,0,0
Nanzhuangtou | China | Archaeolist,/sites/china/nanzhuangtou,2,2,1,0,6,0,0
Naqada | Egypt | Archaeolist,/sites/egypt/naqada,2,3,0.6666666666666666,17,10,0,0
Narce | Italy | Archaeolist,/sites/italy/narce,2,2,1,0,7,0,0
Nargiztapa | Azerbaijan | Archaeolist,/sites/azerbaijan/nargiztapa,2,2,1,6.5,6,0,0
Narona | Croatia | Archaeolist,/sites/croatia/narona,2,2,1,37.5,7,0,0
"Naryn Castle, Meybod | Iran | Archaeolist",/sites/iran/naryn-castle-meybod,2,2,1,33.5,3,0,0
Nashikubo ruins | Japan | Archaeolist,/sites/japan/nashikubo-ruins,2,2,1,14,7,0,0
Naucratis | Egypt | Archaeolist,/sites/egypt/naucratis,2,2,1,2,6,0,0
Nazca | Peru | Archaeolist,/sites/peru/nazca,2,2,1,10,6,0,0
Nebelivka (archaeological site) | Ukraine | Archaeolist,/sites/ukraine/nebelivka-archaeological-site,2,3,0.6666666666666666,14.666666666666666,6,0,0
Nekhel | Egypt | Archaeolist,/sites/egypt/nekhel,2,1,2,78,2,0,0
Nekhen | Egypt | Archaeolist,/sites/egypt/nekhen,2,2,1,6.5,6,0,0
Neolithic Dwellings Museum | Bulgaria | Archaeolist,/sites/bulgaria/neolithic-dwellings-museum,2,2,1,1.5,4,0,0
Neuchâtel | Switzerland | Archaeolist,/sites/switzerland/neuchatel,2,2,1,2,8,0,0
Nevado de Acay | Argentina | Archaeolist,/sites/argentina/nevado-de-acay,2,2,1,4.5,5,0,0
Newcastle town wall | United Kingdom | Archaeolist,/sites/united-kingdom/newcastle-town-wall,2,1,2,81,2,0,0
Newgrange | Ireland | Archaeolist,/sites/ireland/newgrange,2,2,1,13.5,4,0,0
Newport Ship | United Kingdom | Archaeolist,/sites/united-kingdom/newport-ship,2,2,1,2.5,9,0,0
Nez Perce National Historical Park | United States | Archaeolist,/sites/united-states/nez-perce-national-historical-park,2,2,1,1.5,9,0,0
Niederstotzingen | Germany | Archaeolist,/sites/germany/niederstotzingen,2,3,0.6666666666666666,5.333333333333333,6,0,0
Nok | Nigeria | Archaeolist,/sites/nigeria/nok,2,2,1,18,4,0,0
Nokalakevi | Georgia (country) | Archaeolist,/sites/georgia-country/nokalakevi,2,2,1,19,8,0,0
Northampton Medieval Synagogue | United Kingdom | Archaeolist,/sites/united-kingdom/northampton-medieval-synagogue,2,2,1,8,10,0,0
Noviodunum (Switzerland) | Switzerland | Archaeolist,/sites/switzerland/noviodunum-switzerland,2,2,1,86,3,0,0
Nuraghe S'Urachi | Italy | Archaeolist,/sites/italy/nuraghe-surachi,2,2,1,0,7,0,0
Nusaybin | Turkey | Archaeolist,/sites/turkey/nusaybin,2,1,2,7,6,0,0
Nydam Mose | Denmark | Archaeolist,/sites/denmark/nydam-mose,2,2,1,0,6,0,0
